I 10/22/2011 22:21:41:071 00002b8c            RhodesApp| New start params: -approot='C:/Users/Uday/workspace/USCampus'
I 10/22/2011 22:38:18:338 00001418              RhoRuby| require_compiled: rho/rhomsg
I 10/22/2011 22:38:18:339 00001418                  APP| Current locale: en; Country code: us
I 10/22/2011 22:38:18:339 00001418                  APP| file: C:/RhoStudio/ruby/lib/ruby/gems/1.8/gems/rhodes-3.1.1/lib/framework/rholang/rhomsg_
I 10/22/2011 22:38:18:340 00001418              RhoRuby| require_compiled: C:/RhoStudio/ruby/lib/ruby/gems/1.8/gems/rhodes-3.1.1/lib/framework/rholang/rhomsg_en
I 10/22/2011 22:38:18:340 00001418              RhoRuby| require_compiled: rho/rhotabbar
I 10/22/2011 22:38:18:342 00001418              RhoRuby| require_compiled: rho/rhotoolbar
I 10/22/2011 22:38:18:343 00001418              RhoRuby| require_compiled: indifferent_access
I 10/22/2011 22:38:18:346 00001418              RhoRuby| require_compiled: rho/rhosupport
I 10/22/2011 22:38:18:353 00001418              RhoRuby| require_compiled: rho/rhocontroller
I 10/22/2011 22:38:18:356 00001418              RhoRuby| require_compiled: rho/render
I 10/22/2011 22:38:18:362 00001418              RhoRuby| require_compiled: rho/rho
I 10/22/2011 22:38:18:383 00001418              RhoRuby| require_compiled: rho/rhoerror
I 10/22/2011 22:38:18:385 00001418                  APP| Current locale: en; Country code: us
I 10/22/2011 22:38:18:385 00001418                  APP| file: C:/RhoStudio/ruby/lib/ruby/gems/1.8/gems/rhodes-3.1.1/lib/framework/rholang/rhoerror_
I 10/22/2011 22:38:18:385 00001418              RhoRuby| require_compiled: C:/RhoStudio/ruby/lib/ruby/gems/1.8/gems/rhodes-3.1.1/lib/framework/rholang/rhoerror_en
I 10/22/2011 22:38:18:386 00001418              RhoRuby| require_compiled: rhom/rhom_source
E 10/22/2011 22:38:18:392 00001418              RhoRuby| require_compiled: error: can not find rhodes_translator
I 10/22/2011 22:38:18:392 00001418              RhoRuby| require_compiled: rho/rhoviewhelpers
I 10/22/2011 22:38:18:396 00001418              RhoRuby| require_compiled: rho
I 10/22/2011 22:38:18:397 00001418              RhoRuby| require_compiled: debugger
I 10/22/2011 22:38:18:402 00001418              RhoRuby| require_compiled: uri
I 10/22/2011 22:38:18:404 00001418              RhoRuby| require_compiled: uri/common
I 10/22/2011 22:38:18:418 00001418              RhoRuby| require_compiled: uri/generic
I 10/22/2011 22:38:18:432 00001418              RhoRuby| require_compiled: uri/ftp
I 10/22/2011 22:38:18:436 00001418              RhoRuby| require_compiled: uri/http
I 10/22/2011 22:38:18:438 00001418              RhoRuby| require_compiled: uri/https
I 10/22/2011 22:38:18:440 00001418              RhoRuby| require_compiled: uri/ldap
I 10/22/2011 22:38:18:442 00001418              RhoRuby| require_compiled: uri/ldaps
I 10/22/2011 22:38:18:443 00001418              RhoRuby| require_compiled: uri/mailto
I 10/22/2011 22:38:18:447 00001418              RhoRuby| require_compiled: timeout
I 10/22/2011 22:38:18:449 00001418                  APP| [Debugger] Opening connection
I 10/22/2011 22:38:18:449 00001418                  APP| host=127.0.0.1
I 10/22/2011 22:38:18:449 00001418                  APP| port=9000
I 10/22/2011 22:38:18:449 00001418                  APP| path=C:/Users/Uday/workspace/USCampus/app/
I 10/22/2011 22:38:19:451 00001418                  APP| [Debugger] Unable to open connection to debugger: #<Errno::ECONNREFUSED: No connection could be made because the target machine actively refused it. - connect(2)>
I 10/22/2011 22:38:19:451 00001418                  APP| RHO loaded
I 10/22/2011 22:38:19:451 00001418                  APP| Calling RHO.initialize
I 10/22/2011 22:38:19:452 00001418              RhoRuby| require_compiled: rhoappmanifest
I 10/22/2011 22:38:19:454 00001418              RhoRuby| require_compiled: find
I 10/22/2011 22:38:19:462 00001418                  APP| model file: Game/game
I 10/22/2011 22:38:19:462 00001418                   DB| Open DB: C:/Users/Uday/workspace/USCampus/rhosimulator/db/syncdbuser.sqlite
I 10/22/2011 22:38:19:464 00001418            RhodesApp| Starting sync engine...
I 10/22/2011 22:38:19:464 00001418                 Sync| sync_poll_interval: 0
I 10/22/2011 22:38:19:464 00001418                 Sync| syncserver: 
I 10/22/2011 22:38:19:464 00001418                 Sync| bulksync_state: 0
I 10/22/2011 22:38:19:464 00001418            RhodesApp| RhoRubyInitApp...
I 10/22/2011 22:38:19:464 00001418                  APP| init_app
I 10/22/2011 22:38:19:464 00001418              RhoRuby| require_compiled: application
I 10/22/2011 22:38:19:465 00001418                  APP| Current locale: en; Country code: us
I 10/22/2011 22:38:19:465 00001418           HttpServer| Start HTTP server
I 10/22/2011 22:38:19:465 00001418           HttpServer| Listen for connections on port 59579
I 10/22/2011 22:38:19:465 00001418         AppCallbacks| addCommand: LOCAL-SERVER-STARTED
I 10/22/2011 22:38:19:465 00002200         AppCallbacks| process command: LOCAL-SERVER-STARTED
I 10/22/2011 22:38:19:466 00002200  SystemImpl.cpp: 682| rho_sys_report_app_started() has no implementation on Win Mobile.
I 10/22/2011 22:38:19:466 00002200         AppCallbacks| process command: UI-CREATED
I 10/22/2011 22:38:19:466 00002200                  Net| Method: GET;Url: http://127.0.0.1:59579/system/uicreated
I 10/22/2011 22:38:19:496 00001418           HttpServer| Process URI: '/system/uicreated'
I 10/22/2011 22:38:19:496 00001418                  APP| on_ui_created.navigate to start url: '/app'
I 10/22/2011 22:38:19:497 000012bc           MainWindow| navigate: 'http://127.0.0.1:59579/app'
I 10/22/2011 22:38:19:497 00002200         AppCallbacks| process command: APP-ACTIVATED
I 10/22/2011 22:38:19:497 000012bc           MainWindow| WebView: loading...
I 10/22/2011 22:38:19:497 00002200                  Net| Method: GET;Url: http://127.0.0.1:59579/system/activateapp
I 10/22/2011 22:38:19:500 00001418           HttpServer| Process URI: '/system/activateapp'
I 10/22/2011 22:38:19:500 00002200         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I 10/22/2011 22:38:19:503 00001418           HttpServer| Process URI: '/app'
I 10/22/2011 22:38:19:510 00001418           HttpServer| Process URI: '/app/index.erb'
I 10/22/2011 22:38:19:511 00001418                  APP| RHO serve_index: /app/index.erb
I 10/22/2011 22:38:19:511 00001418 RHO Rho::RhoController| inst_render_index
I 10/22/2011 22:38:19:511 00001418              RhoRuby| require_compiled: erb
I 10/22/2011 22:38:19:522 00001418                  APP| eval_compiled_file : C:/Users/Uday/workspace/USCampus/app/index.erb
I 10/22/2011 22:38:19:524 00001418 RHO Rho::RhoController| index layout
I 10/22/2011 22:38:19:525 00001418                  APP| eval_compiled_file : C:/Users/Uday/workspace/USCampus/app/layout.erb
I 10/22/2011 22:38:19:529 000012bc           MainWindow| addToolbarButton: Label: '';Action: 'back'
I 10/22/2011 22:38:19:529 000012bc           MainWindow| addToolbarButton: Label: '';Action: 'separator'
I 10/22/2011 22:38:19:529 000012bc           MainWindow| addToolbarButton: Label: '';Action: 'home'
I 10/22/2011 22:38:19:530 000012bc           MainWindow| addToolbarButton: Label: '';Action: 'refresh'
I 10/22/2011 22:38:19:530 000012bc           MainWindow| addToolbarButton: Label: '';Action: 'options'
I 10/22/2011 22:38:19:534 000012bc           MainWindow| WebView: URL changed
I 10/22/2011 22:38:19:580 00001418           HttpServer| Process URI: '/public/jquery/jquery-1.6.2.min.js'
I 10/22/2011 22:38:19:585 00001418           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0b2.min.css'
I 10/22/2011 22:38:19:588 00001418           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 10/22/2011 22:38:19:591 00001418           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0b2.min.js'
I 10/22/2011 22:38:19:658 00001418           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 10/22/2011 22:38:19:661 00001418           HttpServer| Process URI: '/public/css/android.css'
I 10/22/2011 22:38:19:851 00001418           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 10/22/2011 22:38:19:947 000012bc           MainWindow| WebView: loaded 
I 10/22/2011 22:38:25:312 000012bc           MainWindow| refresh
I 10/22/2011 22:38:25:312 000012bc           MainWindow| WebView: loading...
I 10/22/2011 22:38:25:313 00001418           HttpServer| Process URI: '/app/index.erb'
I 10/22/2011 22:38:25:313 00001418                  APP| RHO serve_index: /app/index.erb
I 10/22/2011 22:38:25:313 00001418 RHO Rho::RhoController| inst_render_index
I 10/22/2011 22:38:25:314 00001418                  APP| eval_compiled_file : C:/Users/Uday/workspace/USCampus/app/index.erb
I 10/22/2011 22:38:25:316 00001418 RHO Rho::RhoController| index layout
I 10/22/2011 22:38:25:316 00001418                  APP| eval_compiled_file : C:/Users/Uday/workspace/USCampus/app/layout.erb
I 10/22/2011 22:38:25:322 000012bc           MainWindow| WebView: URL changed
I 10/22/2011 22:38:25:357 00001418           HttpServer| Process URI: '/public/jquery/jquery-1.6.2.min.js'
I 10/22/2011 22:38:25:368 00001418           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0b2.min.css'
I 10/22/2011 22:38:25:371 00001418           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 10/22/2011 22:38:25:374 00001418           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0b2.min.js'
I 10/22/2011 22:38:25:427 00001418           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 10/22/2011 22:38:25:430 00001418           HttpServer| Process URI: '/public/css/android.css'
I 10/22/2011 22:38:25:625 00001418           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 10/22/2011 22:38:25:678 000012bc           MainWindow| WebView: loaded 
I 10/22/2011 22:38:27:526 000012bc           MainWindow| back
I 10/22/2011 22:38:27:527 000012bc           MainWindow| WebView: loading...
I 10/22/2011 22:38:27:528 000012bc           MainWindow| WebView: URL changed
I 10/22/2011 22:38:27:528 000012bc           MainWindow| WebView: loaded 
I 10/22/2011 22:38:33:522 000012bc           MainWindow| refresh
I 10/22/2011 22:38:33:522 000012bc           MainWindow| WebView: loading...
I 10/22/2011 22:38:33:523 000012bc           MainWindow| WebView: URL changed
I 10/22/2011 22:38:33:523 000012bc           MainWindow| WebView: loaded 
